"The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information on the website, and your data's identifiability is not covered by our label scheme.",IP Address
The site collects your IP address or device IDs for a purpose outside of our label scheme. Collection happens in an unspecified way.,IP Address
The public does receive your unspecified personal information for legal requirements.,Disclosure
"The site collects your cookies or tracking elements for analytics or research. Collection happens when you implicitly provide information on the website, and your data's identifiability is not covered by our label scheme.",Cookies
A named third party does receive your activities on the website or app for targeted advertising. The data is aggregated or anonymized.,Targeted Advertising
"The site collects your cookies or tracking elements for personalization or customization. Collection happens when you implicitly provide information on the website for a user type outside of our label scheme, and your data is aggregated or anonymized.",Personalization
"The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
The site collects your computer information for personalization or customization. Collection happens when you implicitly provide information in an unspecified way for a user type outside of our label scheme.,Personalization
"The site collects your financial information for a basic service or feature. Collection happens in an unspecified way, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Payment
"The site collects your generic personal information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection.",1P Analysis
An unnamed third party does track on the first party website or app your IP address or device IDs for an unspecified purpose.,IP Address
A named third party does receive unspecified information about you for personalization or customization. You can configure your privacy using a method outside our label scheme.,Personalization
The site collects your demographic information for analytics or research. Collection happens by an unnamed service or third party.,3P Analysis
The site collects your IP address or device IDs for an additional (non-basic) service or feature. Collection happens in the mobile app. You can configure your privacy with browser settings.,IP Address
The site collects your demographic information for a basic service or feature. Collection happens when you explicitly provide information on the website. You can opt in for data collection for the collection of your information.,1P Analysis
The site collects your social media data for an unspecified purpose. Collection happens when you explicitly provide information in the mobile app.,Social Media
"A user with an account can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for a basic service or feature.",Action
An unnamed third party does do something unspecified with information about you not covered by our label scheme for analytics or research.,3P Analysis
A named third party does do something outside of our label scheme with your unspecified personal information for a basic service or feature. The data is personally identifiable.,3P Analysis
The site collects your unspecified information for personalization or customization. Collection happens when you implicitly provide information on the website. You can configure your privacy with browser settings for the collection of your information.,Personalization
An unnamed third party does collect on the first party website or app your activities on the website or app for targeted advertising. The data is aggregated or anonymized. You can configure your privacy with third-party user settings.,Targeted Advertising
A named third party does do something unspecified with your demographic information for analytics or research.,3P Analysis
An unspecified third party does receive information about you not covered by our label scheme for an unspecified purpose. The data is personally identifiable. You can make a choice about the use of your information.,3P Analysis
"The site collects your cookies or tracking elements for an additional (non-basic) service or feature. Collection happens on the website, and your data is aggregated or anonymized. You can configure your privacy with browser settings for the collection and use of your information.",Cookies
An unnamed third party does track on the first party website or app your IP address or device IDs for targeted advertising. The data is aggregated or anonymized.,IP Address
An unnamed third party does collect on the first party website or app your computer information for targeted advertising. The data is aggregated or anonymized. You can opt out using the provided link.,Targeted Advertising
A named third party does receive your activities on the website or app for analytics or research. The data is aggregated or anonymized.,3P Analysis
"The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Payment
"The site collects your website activities for analytics or research. Collection happens when you implicitly provide information by other parts of the company or affiliates, and your data is aggregated or anonymized.",1P Analysis
"You can opt out (via a link) from the use of generic personal information by a third party, which collects or receives it for advertising.",Action
The site collects your location information for advertising. Collection happens on the website.,Location
An unnamed third party does receive unspecified information about you for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection for the use of your information.,3P Analysis
A named third party does receive your location information for an unspecified purpose. The data is aggregated or anonymized.,Location
"The site collects an information type outside of our label scheme for analytics or research. Collection happens on the website, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",1P Analysis
The site collects your demographic information for analytics or research. Collection happens when you implicitly provide information in an unspecified way.,1P Analysis
"The site collects something that uniquely identifies you for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme for users with accounts, and your data is identifiable.",1P Analysis
The site collects your contact information for service operations or security. Collection happens in an unspecified way. You can opt out using the provided link for the use of your information.,Action
The site collects your location information for an unspecified purpose. Collection happens when you explicitly provide information in the mobile app. You can opt in for data collection for the collection of your information.,Location
"The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Payment
"The site does not collect your generic personal information for an additional (non-basic) service or feature. Collection happens by an unnamed service or third party for users with accounts, and your data is identifiable.",3P Analysis
An unnamed third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized.,3P Analysis
"The site collects your unspecified information for personalization or customization. Collection happens in an unspecified way, and your data is identifiable.",Personalization
"The site collects your unspecified information for an unspecified purpose. Collection happens by some means outside of our label scheme, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt out using the provided link.",Action
Another part of the company or institution does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection.,1P Analysis
A named third party does collect on the first party website or app your unspecified personal information for marketing purposes. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,3P Analysis
The site collects your user profile for personalization or customization. Collection happens in an unspecified way for users with accounts.,Personalization
A named third party does track on the first party website or app unspecified information about you for targeted advertising. You can configure your privacy with third-party user settings for the collection or sharing and use of your information.,Targeted Advertising
"The site does not collect your contact information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is identifiable.",1P Analysis
"The site collects your cookies or tracking elements for marketing purposes. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is aggregated or anonymized.",Cookies
An unnamed third party does receive your financial information for an unspecified purpose.,Payment
"The site does not collect your generic personal information for an unspecified purpose. Collection happens in an unspecified way, and your data is identifiable. You can make a choice about the use of your information.",1P Analysis
"You can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for an unspecified purpose.",Action
A named third party does collect on the first party website or app your cookies or tracking elements for targeted advertising. The data is aggregated or anonymized.,Targeted Advertising
An unnamed third party does do something outside of our label scheme with your survey data for targeted advertising.,Targeted Advertising
The site collects your cookies or tracking elements for personalization or customization. Collection happens when you implicitly provide information in an unspecified way for users without accounts.,Personalization
A named third party does do something outside of our label scheme with your location information for targeted advertising. The identifiability of the data is not covered by our label scheme.,Location
"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information on the website for users without accounts, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
An unnamed third party does collect on the first party website or app your location information for an unspecified purpose.,Location
The site collects your contact information for analytics or research. Collection happens when you explicitly provide information in an unspecified way.,1P Analysis
The site collects your social media data for marketing purposes. Collection happens when you explicitly provide information by a named service or third party. You can opt in for data collection.,Social Media
"You can opt out (via a link) from the use of cookies and tracking elements by a third party, which uses it for advertising.",Action
"A user's unspecified information is retained indefinitely to meet legal or law enforcement requirements, and then it is deleted..",Disclosure
"The site collects your demographic information for an additional (non-basic) service or feature. Collection happens by some means outside of our label scheme, and your data is identifiable.",1P Analysis
The site collects your website activities for analytics or research. Collection happens when you implicitly provide information by a named service or third party.,3P Analysis
A named third party does do something outside of our label scheme with your demographic information for targeted advertising. The data is aggregated or anonymized. You can make a choice about the use of your information.,Targeted Advertising
The site collects your cookies or tracking elements for an unspecified purpose. Collection happens by some means outside of our label scheme.,Cookies
"The site collects your contact information for analytics or research. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable.",1P Analysis
"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for legal requirements.",Action
The site collects your financial information for a basic service or feature. Collection happens when you implicitly provide information on the website.,Payment
The site collects your financial information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way for users with accounts.,Payment
"The site collects your generic personal information for marketing purposes. Collection happens by some means outside of our label scheme, and your data is identifiable.",1P Analysis
An unspecified third party does receive information about you not covered by our label scheme for legal requirements.,Disclosure
Other users does see your user profile for an unspecified purpose. This applies to users with accounts. The data is personally identifiable.,1P Analysis
"The site collects your cookies or tracking elements for service operations or security. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized. You can configure your privacy with browser settings for the collection of your information.",Cookies
A named third party does receive your contact information for targeted advertising. The data is aggregated or anonymized.,Targeted Advertising
A named third party does receive your IP address or device IDs for marketing purposes.,IP Address
The site collects your unspecified information for legal requirements. Collection happens by an unnamed service or third party.,Disclosure
A user with an account can opt out (via a link) from the use of contact information by an unspecified party for advertising.,Action
"The site collects your health information for a basic service or feature. Collection happens by some means outside of our label scheme, and your data is identifiable.",Health
"The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
"The site collects your financial information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized.",Payment
"The site collects your generic personal information for a basic service or feature. Collection happens when you implicitly provide information on the website, and your data is identifiable.",1P Analysis
The site collects your cookies or tracking elements for analytics or research. Collection happens when you implicitly provide information in an unspecified way for users without accounts.,Cookies
"A user with an account can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by the site, which uses it for marketing purposes.",Cookies
The site collects your IP address or device IDs for advertising. Collection happens when you implicitly provide information in the mobile app.,IP Address
An unnamed third party does receive your unspecified personal information for marketing purposes. The data is personally identifiable.,3P Analysis
"The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Payment
An unnamed third party does track on the first party website or app your cookies or tracking elements for targeted advertising. The data is aggregated or anonymized. You can configure your privacy with third-party user settings.,Targeted Advertising
A third party outside of our label scheme does receive your health information for analytics or research.,Health
The site does not collect your generic personal information for legal requirements. Collection happens by some means outside of our label scheme for a user type outside of our label scheme. You can make a choice about the collection of your information.,Disclosure
"The site collects your unspecified information for an unspecified purpose. Collection happens in an unspecified way, and your data is identifiable. You can opt in for data collection for the collection and use of your information.",1P Analysis
"The site collects your location information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection.",Location
"The site collects your survey data for legal requirements. Collection happens when you explicitly provide information by some means outside of our label scheme, and your data is identifiable. You can opt in for data collection for the collection of your information.",Disclosure
You can make no specified choices about the use of unspecified information by an unspecified party for personalization or customization.,Personalization
The site collects your location information for an unspecified purpose. Collection happens in an unspecified way. You can configure your privacy with user settings provided by the site for the collection of your information.,Location
An unnamed third party does receive your survey data for analytics or research. The data is aggregated or anonymized. You can opt in for data collection for the collection or sharing and use of your information.,3P Analysis
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,Action
"The site collects your generic personal information for personalization or customization. Collection happens on the website, and your data is identifiable.",Personalization
"The site collects your health information for marketing purposes. Collection happens by some means outside of our label scheme, and your data is identifiable.",Health
The site collects your demographic information for marketing purposes. Collection happens when you implicitly provide information by an unnamed service or third party.,3P Analysis
"The site collects your contact information for a basic service or feature. Collection happens in an unspecified way for users with accounts, and your data is identifiable.",1P Analysis
The site collects your contact information for an unspecified purpose. Collection happens in an unspecified way. You can opt out using the provided link.,Action
The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way.,Payment
The site collects your generic personal information for analytics or research. Collection happens by an unnamed service or third party.,3P Analysis
"The site collects your website activities for service operations or security. Collection happens when you explicitly provide information on the website, and your data is identifiable.",1P Analysis
The site collects your cookies or tracking elements for a purpose outside of our label scheme. Collection happens on the website. You can configure your privacy with browser settings.,Cookies
The site collects your demographic information for service operations or security. Collection happens in an unspecified way.,1P Analysis
"The site collects something that uniquely identifies you for a basic service or feature. Collection happens in an unspecified way, and your data is identifiable.",1P Analysis
An unnamed third party does track on the first party website or app your computer information for targeted advertising. The data is aggregated or anonymized. You can configure your privacy with third-party user settings.,Targeted Advertising
"The site collects your generic personal information for legal requirements. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection for the collection of your information.",Disclosure
A named third party does track on the first party website or app your cookies or tracking elements for targeted advertising. This applies to users without accounts.,Targeted Advertising
An unnamed third party does track on the first party website or app your cookies or tracking elements for analytics or research. The data is personally identifiable. You can opt out using the provided link.,Action
The site collects an information type outside of our label scheme for personalization or customization. Collection happens when you explicitly provide information in an unspecified way. You can opt in for data collection for the collection of your information.,Personalization
An unnamed third party does receive your unspecified personal information for legal requirements. The data is aggregated or anonymized. You can opt in for data collection.,Disclosure
The site collects your cookies or tracking elements for an additional (non-basic) service or feature. Collection happens by a named service or third party.,Cookies
The site collects your demographic information for an unspecified purpose. Collection happens on the website.,1P Analysis
The site collects your social media data for an unspecified purpose. Collection happens when you implicitly provide information by an unnamed service or third party. You can choose not to use the service or feature.,Social Media
The site collects your financial information for service operations or security. Collection happens when you explicitly provide information on the website for users with accounts. You can opt in for data collection for the collection of your information.,Payment
The site collects your contact information for marketing purposes. Collection happens by some means outside of our label scheme. You can opt out by contacting the company.,Action
An unnamed third party does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,3P Analysis
Another part of the company or institution does receive your unspecified personal information for analytics or research. The data is personally identifiable.,1P Analysis
"The site collects your user profile for an unspecified purpose. Collection happens on the website for users with accounts, and your data is identifiable.",1P Analysis
"User authentication, e.g., login to a user account, is encrypted/secured.",Security
"The site collects your financial information for an unspecified purpose. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature.",Payment
"When a change is made to the privacy policy that significantly affects data practices, users receive no notification. Users have no options regarding the change.",Policy Change
A named third party does do something unspecified with your cookies or tracking elements for targeted advertising. You can configure your privacy with third-party user settings.,Targeted Advertising
"A user type outside of our label scheme can opt out (by contacting the company) from the use of contact information by the site, which uses it for a purpose outside of our label scheme.",Action
"The site collects your generic personal information for a basic service or feature. Collection happens in an unspecified way, and your data is identifiable.",1P Analysis
The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way. You can choose not to use the service or feature for the collection of your information.,Payment
"The site does not collect your generic personal information for an unspecified purpose. Collection happens on other websites, and your data is identifiable.",1P Analysis
The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way for users without accounts.,IP Address
"The site collects your contact information for analytics or research. Collection happens when you implicitly provide information on the website, and your data is identifiable.",1P Analysis
Another part of the company or institution does receive unspecified information about you for an unspecified purpose. This applies to users with accounts. You can opt out by contacting the company for the use of your information.,Action
"The site collects your IP address or device IDs for analytics or research. Collection happens when you implicitly provide information on other websites, and your data is identifiable.",IP Address
The site does not collect your contact information for advertising. Collection happens by other parts of the company or affiliates. You can opt out using the provided link for the use of your information.,Action
You can use third party privacy settings to control the use of unspecified information by an unspecified party for analytics or research.,3P Analysis
An unnamed third party does receive your financial information for an additional (non-basic) service or feature.,Payment
A named third party does receive your health information for a basic service or feature. The data is personally identifiable.,Health
A named third party does receive your financial information for a purpose outside of our label scheme. You can choose not to use the service or feature.,Payment
A named third party does do something outside of our label scheme with your financial information for a basic service or feature.,Payment
Another part of the company or institution does receive your unspecified personal information for analytics or research.,1P Analysis
A named third party does receive your computer information for targeted advertising.,Targeted Advertising
"The site collects your generic personal information for personalization or customization. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Personalization
"The site collects your cookies or tracking elements for analytics or research. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized. You can configure your privacy with browser settings for the collection of your information.",Cookies
"The site collects your cookies or tracking elements for a basic service or feature. Collection happens on the website, and your data is aggregated or anonymized. You can configure your privacy with browser settings for the collection and use of your information.",Cookies
"The site collects your unspecified information for advertising. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is identifiable.",3P Analysis
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website for a user type outside of our label scheme, and your data is identifiable. You can configure your privacy using a method outside our label scheme for the collection and use of your information.",1P Analysis
Another part of the company or institution does collect on the first party website or app your financial information for analytics or research. You can opt in for data collection for the collection or sharing of your information.,Payment
Another part of the company or institution does track on the first party website or app your cookies or tracking elements for an unspecified purpose.,Cookies
The site collects your cookies or tracking elements for a basic service or feature. Collection happens by some means outside of our label scheme.,Cookies
A named third party does receive your activities on the website or app for targeted advertising. The data is aggregated or anonymized. You can configure your privacy with third-party user settings.,Targeted Advertising
"The site collects your unspecified information for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme, and your data is identifiable.",1P Analysis
"You can use third party privacy settings to control the use of social media data by the site, which uses it for an additional (non-basic) service or feature.",Social Media
You can use privacy configuration settings (in your browser or on your device) to control the use of location information by an unspecified party for an unspecified purpose.,Location
"The site collects your demographic information for a basic service or feature. Collection happens by some means outside of our label scheme, and your data is identifiable.",1P Analysis
A named third party does receive unspecified information about you for mergers or acquisitions. The data is personally identifiable.,3P Analysis
"The site collects your cookies or tracking elements for advertising. Collection happens when you implicitly provide information on the website, and your data's identifiability is not covered by our label scheme. You can configure your privacy with browser settings.",Cookies
"You can use privacy configuration settings (in your browser or on your device) to control the use of location information by the site, which collects it for an unspecified purpose.",Location
"The site collects your contact information for analytics or research. Collection happens when you explicitly provide information on the website, and your data is identifiable.",1P Analysis
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for advertising.",Action
"Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS.",Security
"A user with an account can opt out (via a link) from the use of unspecified information by the site, which uses it for marketing purposes.",Action
"You can opt out (via a link) from the use of unspecified information by a third party, which uses it for marketing purposes.",Action
The site collects your contact information for analytics or research. Collection happens when you explicitly provide information in an unspecified way. You can opt in for data collection for the collection of your information.,1P Analysis
The site collects your demographic information for an additional (non-basic) service or feature. Collection happens when you implicitly provide information by some means outside of our label scheme.,1P Analysis
An unnamed third party does do something outside of our label scheme with your IP address or device IDs for targeted advertising.,IP Address
The site collects your health information for service operations or security. Collection happens when you explicitly provide information in an unspecified way.,Health
"The site collects your cookies or tracking elements for advertising. Collection happens when you implicitly provide information on the website, and your data is identifiable.",Cookies
"The site collects something that uniquely identifies you for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature.",1P Analysis
The site collects your cookies or tracking elements for personalization or customization. Collection happens by an unnamed service or third party.,Personalization
"The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information on the website, and your data is identifiable.",IP Address
A named third party does track on the first party website or app your cookies or tracking elements for an unspecified purpose.,Cookies
The site collects your location information for a basic service or feature. Collection happens when you implicitly provide information on the website.,Location
An unnamed third party does receive your financial information for an additional (non-basic) service or feature. You can opt in for data collection.,Payment
The site collects your cookies or tracking elements for personalization or customization. Collection happens in an unspecified way for users with accounts.,Personalization
"The site collects your unspecified information for personalization or customization. Collection happens when you implicitly provide information in an unspecified way, and your data's identifiability is not covered by our label scheme.",Personalization
You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by an unspecified party for personalization or customization.,Personalization
An unnamed third party does receive your cookies or tracking elements for a purpose outside of our label scheme.,Cookies
The site collects your location information for a basic service or feature. Collection happens when you implicitly provide information in the mobile app. You can configure your privacy with browser settings for the collection and use of your information.,Location
An unnamed third party does track on the first party website or app your cookies or tracking elements for targeted advertising. You can configure your privacy with third-party user settings for the collection or sharing of your information.,Targeted Advertising
"When a change of a variety outside of our label scheme is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users have no options regarding the change.",Policy Change
"The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can opt in for data collection for the use of your information.",1P Analysis
An unnamed third party does receive unspecified information about you for targeted advertising. The identifiability of the data is not covered by our label scheme.,Targeted Advertising
A named third party does receive your IP address or device IDs for targeted advertising.,IP Address
The site collects your location information for advertising. Collection happens when you explicitly provide information in the mobile app. You can opt in for data collection for the collection of your information.,Location
An unnamed third party does collect on the first party website or app your IP address or device IDs for an additional (non-basic) service or feature.,IP Address
The site collects your social media data for an additional (non-basic) service or feature. Collection happens when you explicitly provide information by a named service or third party. You can opt in for data collection for the collection of your information.,Social Media
A third party outside of our label scheme does receive your health information for a purpose outside of our label scheme.,Health
Another part of the company or institution does do something unspecified with unspecified information about you for analytics or research.,1P Analysis
The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website.,Payment
The site collects your financial information for service operations or security. Collection happens by some means outside of our label scheme.,Payment
The site collects your website activities for analytics or research. Collection happens by a named service or third party.,3P Analysis
"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information on the website for users without accounts, and your data is identifiable.",1P Analysis
The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way for users with accounts. You can opt in for data collection.,1P Analysis
"The site collects your generic personal information for marketing purposes. Collection happens on the website, and your data is identifiable. You can opt in for data collection for the use of your information.",1P Analysis
An unnamed third party does receive your user profile for legal requirements.,Disclosure
An unnamed third party does receive unspecified information about you for legal requirements. The data is aggregated or anonymized.,Disclosure
"The site does not collect your generic personal information for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme, and your data is identifiable.",1P Analysis
The public does see your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection for the use of your information.,1P Analysis
A named third party does receive your unspecified personal information for a basic service or feature. The data is personally identifiable.,3P Analysis
"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable.",1P Analysis
The site collects your unspecified information for personalization or customization. Collection happens when you explicitly provide information in an unspecified way.,Personalization
"The site collects your contact information for service operations or security. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection.",1P Analysis
The site collects your contact information for an unspecified purpose. Collection happens in an unspecified way. You can opt out by contacting the company.,Action
The site collects your cookies or tracking elements for service operations or security. Collection happens by some means outside of our label scheme.,Cookies
A user type outside of our label scheme can opt out (via a link) from the use of generic personal information by an unspecified party for an unspecified purpose.,Action
The site collects your health information for analytics or research. Collection happens in an unspecified way. You can choose not to use the service or feature for the use of your information.,Health
Another part of the company or institution does collect on the first party website or app your financial information for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,Payment
An unnamed third party does not receive your IP address or device IDs for an unspecified purpose. The data is aggregated or anonymized.,IP Address
The site collects your location information for service operations or security. Collection happens by some means outside of our label scheme.,Location
A named third party does track on the first party website or app unspecified information about you for personalization or customization.,Personalization
Another part of the company or institution does receive your computer information for an unspecified purpose. The data is personally identifiable.,1P Analysis
The site collects your social media data for a basic service or feature. Collection happens in an unspecified way.,Social Media
An unnamed third party does collect on the first party website or app your survey data for analytics or research.,3P Analysis
"You can opt out (by contacting the company) from the use of demographic information by a third party, which collects or receives it for legal requirements.",Action
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users can participate in a process to influence the change.",Policy Change
A named third party does collect on the first party website or app your cookies or tracking elements for targeted advertising. You can configure your privacy with third-party user settings.,Targeted Advertising
"The site does not collect something that uniquely identifies you for an unspecified purpose. Collection happens by an unnamed service or third party, and your data is identifiable. You can opt in for data collection for the collection of your information.",3P Analysis
"The site collects your generic personal information for analytics or research. Collection happens on the website, and your data is aggregated or anonymized.",1P Analysis
"You can opt in for the use of cookies and tracking elements by a third party, which collects or receives it for advertising.",Cookies
A named third party does track on the first party website or app your location information for analytics or research.,Location
A named third party does not receive your contact information for marketing purposes. You can opt out by contacting the company for the use of your information.,Action
"The site collects your generic personal information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is identifiable.",1P Analysis
The site collects your cookies or tracking elements for advertising. Collection happens when you implicitly provide information in an unspecified way. You can configure your privacy with browser settings for the collection of your information.,Cookies
The site collects your unspecified information for analytics or research. Collection happens on the mobile website.,1P Analysis
The site collects your cookies or tracking elements for marketing purposes. Collection happens by some means outside of our label scheme. You can opt out using the provided link.,Action
An unnamed third party does collect on the first party website or app your IP address or device IDs for analytics or research. The data is aggregated or anonymized. You can opt out using the provided link.,IP Address
"The site collects your demographic information for advertising. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized.",1P Analysis
An unnamed third party does receive your health information for service operations or security. You can opt in for data collection.,Health
"The site collects your cookies or tracking elements for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way for users with accounts, and your data is identifiable. You can configure your privacy with browser settings for the collection of your information.",Cookies
A named third party does do something outside of our label scheme with your cookies or tracking elements for targeted advertising. You can make a choice about the use of your information.,Targeted Advertising
